requirement_id,module_id,module_name,title,level,level_label,roles,is_deprecated,text
SYS.2.1.A41,SYS.2.1,Allgemeiner Client,Verwendung von Quotas für lokale Datenträger,H,Erhöhter Schutzbedarf,,False,"Es SOLLTE überlegt werden, Quotas einzurichten, die den verwendeten Speicherplatz auf der lokalen Festplatte begrenzen. Alternativ SOLLTEN Mechanismen des verwendeten Datei- oder Betriebssystems genutzt werden, die Benutzende bei einem bestimmten Füllstand der Festplatte warnen oder nur noch Administrierenden Schreibrechte einräumen."
SYS.2.1.A42,SYS.2.1,Allgemeiner Client,Nutzung von Cloud- und Online-Funktionen,B,Basis,Benutzende,False,Es DÜRFEN NUR zwingend notwendige Cloud- und Online-Funktionen des Betriebssystems genutzt werden. Die notwendigen Cloud- und Online-Funktionen SOLLTEN dokumentiert werden. Die entsprechenden Einstellungen des Betriebssystems MÜSSEN auf Konformität mit den organisatorischen Datenschutz- und Sicherheitsvorgaben überprüft und restriktiv konfiguriert bzw. die Funktionen deaktiviert werden.
SYS.2.1.A43,SYS.2.1,Allgemeiner Client,Lokale Sicherheitsrichtlinien für Clients,S,Standard,,False,"Alle sicherheitsrelevanten Einstellungen SOLLTEN bedarfsgerecht konfiguriert, getestet und regelmäßig überprüft werden. Dafür SOLLTEN Sicherheitsrichtlinien, unter Berücksichtigung der Empfehlungen des herstellenden Unternehmens und des voreingestellten Standardverhaltens, konfiguriert werden, sofern das Standardverhalten nicht anderen Anforderungen aus dem IT- Grundschutz oder der Organisation widerspricht. Die Entscheidungen SOLLTEN dokumentiert und begründet werden. Sicherheitsrichtlinien SOLLTEN in jedem Fall gesetzt werden, auch dann, wenn das voreingestellte Standardverhalten dadurch nicht verändert wird."
SYS.2.1.A44,SYS.2.1,Allgemeiner Client,Verwaltung der Sicherheitsrichtlinien von Clients,S,Standard,,False,"Alle Einstellungen der Clients SOLLTEN durch Nutzung eines Managementsystems verwaltet und entsprechend dem ermittelten Schutzbedarf sowie auf den internen Richtlinien basierend konfiguriert sein. Konfigurationsänderungen SOLLTEN dokumentiert, begründet und mit dem Sicherheitsmanagement abgestimmt werden, sodass der Stand der Sicherheitskonfiguration jederzeit nachvollziehbar ist und Konfigurationsänderungen schnell durchgeführt und zentralisiert verteilt werden können."
SYS.2.1.A45,SYS.2.1,Allgemeiner Client,Erweiterte Protokollierung,H,Erhöhter Schutzbedarf,,False,"Es SOLLTE auch Client-Verhalten, das nicht mit der Sicherheit direkt in Verbindung steht, protokolliert und unverzüglich (automatisiert) ausgewertet werden, um verdeckte Aktivitäten mit Bezug zu Angriffen erkennen zu können."
SYS.2.1.A5,SYS.2.1,Allgemeiner Client,ENTFALLEN,B,Basis,,True,Diese Anforderung ist entfallen.
SYS.2.1.A6,SYS.2.1,Allgemeiner Client,Einsatz von Schutzprogrammen gegen Schadsoftware,B,Basis,,False,"Abhängig vom installierten Betriebssystem und von anderen vorhandenen Schutzmechanismen des Clients MUSS geprüft werden, ob Schutzprogramme gegen Schadsoftware eingesetzt werden sollen. Soweit vorhanden, MÜSSEN konkrete Aussagen, ob ein solcher Schutz notwendig ist, aus den spezifischen Betriebssystem-Bausteinen des IT-Grundschutz-Kompendiums berücksichtigt werden. Schutzprogramme auf den Clients MÜSSEN so konfiguriert sein, dass Benutzende weder sicherheitsrelevante Änderungen an den Einstellungen vornehmen noch die Schutzprogramme deaktivieren können. Das Schutzprogramm MUSS nach Schadsoftware suchen, wenn Dateien ausgetauscht oder übertragen werden. Der gesamte Datenbestand eines Clients MUSS regelmäßig auf Schadsoftware geprüft werden. Wenn ein Client infiziert ist, MUSS im Offlinebetrieb untersucht werden, ob ein gefundenes Schadprogramm bereits vertrauliche Daten gesammelt, Schutzfunktionen deaktiviert oder Code aus dem Internet nachgeladen hat."
SYS.2.1.A7,SYS.2.1,Allgemeiner Client,ENTFALLEN,B,Basis,,True,Diese Anforderung ist entfallen.
SYS.2.1.A8,SYS.2.1,Allgemeiner Client,Absicherung des Bootvorgangs,B,Basis,,False,"Der Startvorgang des IT-Systems („Booten“) MUSS gegen Manipulation abgesichert werden. Es MUSS festgelegt werden, von welchen Medien gebootet werden darf. Es SOLLTE entschieden werden, ob und wie der Bootvorgang kryptografisch geschützt werden soll. Es MUSS sichergestellt werden, dass nur Administrierende die Clients von einem anderen als den voreingestellten Laufwerken oder externen Speichermedien booten können. NUR Administrierende DÜRFEN von wechselbaren oder externen Speichermedien booten können. Die Konfigurationseinstellungen des Bootvorgangs DÜRFEN NUR durch Administrierende verändert werden können. Alle nicht benötigten Funktionen in der Firmware des Client-Systems MÜSSEN deaktiviert werden."
SYS.2.1.A9,SYS.2.1,Allgemeiner Client,Festlegung einer Sicherheitsrichtlinie für Clients,S,Standard,,False,"Ausgehend von der allgemeinen Sicherheitsrichtlinie der Institution SOLLTEN die Anforderungen an allgemeine Clients konkretisiert werden. Die Richtlinie SOLLTE allen Benutzenden sowie allen Personen, die an der Beschaffung und dem Betrieb der Clients beteiligt sind, bekannt und Grundlage für deren Arbeit sein. Die Umsetzung der in der Richtlinie geforderten Inhalte SOLLTE regelmäßig überprüft werden. Die Ergebnisse SOLLTEN nachvollziehbar dokumentiert werden."
SYS.2.2.3.A1,SYS.2.2.3,Clients unter Windows,Planung des Einsatzes von Cloud-Diensten unter Windows,B,Basis,,False,"Da Windows-basierte Geräte eng mit den Cloud-Diensten des Herstellers Microsoft verzahnt sind, MUSS vor ihrer Verwendung strategisch festgelegt werden, welche enthaltenen Cloud-Dienste in welchem Umfang genutzt werden sollen bzw. dürfen."
SYS.2.2.3.A10,SYS.2.2.3,Clients unter Windows,ENTFALLEN,S,Standard,,True,Diese Anforderung ist entfallen.
SYS.2.2.3.A11,SYS.2.2.3,Clients unter Windows,ENTFALLEN,S,Standard,,True,Diese Anforderung ist entfallen.
SYS.2.2.3.A12,SYS.2.2.3,Clients unter Windows,Datei- und Freigabeberechtigungen unter Windows,S,Standard,,False,Der Zugriff auf Dateien und Ordner auf dem lokalen System sowie auf Netzfreigaben SOLLTE gemäß einem Berechtigungs- und Zugriffskonzept konfiguriert werden. Auch die standardmäßig vorhandenen administrativen Freigaben auf dem System SOLLTEN hierbei berücksichtigt werden. Die Schreibrechte für Benutzende SOLLTEN auf einen definierten Bereich im Dateisystem beschränkt werden. Insbesondere SOLLTEN Benutzende keine Schreibrechte für Ordner des Betriebssystems oder installierter Anwendungen erhalten.
SYS.2.2.3.A13,SYS.2.2.3,Clients unter Windows,Einsatz der SmartScreen-Funktion,S,Standard,,False,"Die SmartScreen-Funktion, die aus dem Internet heruntergeladene Dateien und Webinhalte auf mögliche Schadsoftware untersucht und dazu unter Umständen personenbezogene Daten an Microsoft überträgt, SOLLTE deaktiviert werden."
SYS.2.2.3.A14,SYS.2.2.3,Clients unter Windows,Einsatz des Sprachassistenten Cortana,S,Standard,Benutzende,False,Cortana SOLLTE deaktiviert werden.
SYS.2.2.3.A15,SYS.2.2.3,Clients unter Windows,Einsatz der Synchronisationsmechanismen unter Windows,S,Standard,,False,Die Synchronisierung von Benutzendendaten mit Microsoft Cloud-Diensten und das Sharing von WLAN-Passwörtern SOLLTEN vollständig deaktiviert werden.
SYS.2.2.3.A16,SYS.2.2.3,Clients unter Windows,Anbindung von Windows an den Microsoft-Store,S,Standard,,False,"Die Verwendung des Microsoft-Stores SOLLTE auf die Verträglichkeit mit den Datenschutz- und Sicherheitsvorgaben der Institution überprüft und bewertet werden. Die generelle Installation von Apps auf Windows ist nicht von der Anbindung an den Microsoft-Store abhängig, daher SOLLTE sie, sofern sie nicht benötigt wird, deaktiviert werden."
SYS.2.2.3.A17,SYS.2.2.3,Clients unter Windows,Keine Speicherung von Daten zur automatischen Anmeldung,S,Standard,,False,"Die Speicherung von Kennwörtern, Zertifikaten und anderen Informationen zur automatischen Anmeldung an Webseiten und IT-Systemen SOLLTE NICHT erlaubt werden."
SYS.2.2.3.A18,SYS.2.2.3,Clients unter Windows,Einsatz der Windows-Remoteunterstützung,S,Standard,,False,"Die Auswirkungen auf die Konfiguration der lokalen Firewall SOLLTEN bei der Planung der Windows- Remoteunterstützung (hiermit ist nicht RDP gemeint) berücksichtigt werden. Eine Remoteunterstützung SOLLTE nur nach einer expliziten Einladung erfolgen. Bei der Speicherung einer Einladung in einer Datei SOLLTE diese ein Kennwort besitzen. Dem Aufbau einer Sitzung SOLLTE immer explizit zugestimmt werden. Die maximale Gültigkeit der Einladung für eine Unterstützung aus der Ferne SOLLTE in der Dauer angemessen sein. Sofern die Windows-Remoteunterstützung nicht verwendet wird, SOLLTE sie vollständig deaktiviert werden."
SYS.2.2.3.A19,SYS.2.2.3,Clients unter Windows,Sicherheit beim Fernzugriff über RDP,S,Standard,Benutzende,False,"Die Auswirkungen auf die Konfiguration der lokalen Firewall SOLLTEN bei der Planung des Fernzugriffs berücksichtigt werden. Die Gruppe der berechtigten Benutzenden für den Remote- Desktopzugriff (RDP) SOLLTE durch die Zuweisung entsprechender Berechtigungen festgelegt werden. In komplexen Infrastrukturen SOLLTE das RDP-Zielsystem nur durch ein dazwischengeschaltetes RDP-Gateway erreicht werden können. Für die Verwendung von RDP SOLLTE eine Prüfung und deren Umsetzung sicherstellen, dass die nachfolgend aufgeführten Komfortfunktionen im Einklang mit dem Schutzbedarf des Zielsystems stehen: • die Verwendung der Zwischenablage, • die Einbindung von Druckern, • die Einbindung von Wechselmedien und Netzlaufwerken sowie • die Nutzung der Dateiablagen und von Smartcard-Anschlüssen. Sofern der Einsatz von Remote-Desktopzugriffen nicht vorgesehen ist, SOLLTEN diese vollständig deaktiviert werden. Die eingesetzten kryptografischen Protokolle und Algorithmen SOLLTEN sicher sein und den internen Vorgaben der Institution entsprechen."
SYS.2.2.3.A2,SYS.2.2.3,Clients unter Windows,Auswahl und Beschaffung einer geeigneten Windows-Version,B,Basis,,False,"Der Funktionsumfang und die Versorgung mit funktionalen Änderungen einer Windows-Version MÜSSEN unter Berücksichtigung des ermittelten Schutzbedarfs und des Einsatzzwecks ausgewählt werden. Die Umsetzbarkeit der erforderlichen Absicherungsmaßnahmen MUSS bei der Auswahl berücksichtigt werden. Basierend auf dem Ergebnis der Überprüfung MUSS der etablierte Beschaffungsprozess um die Auswahl des entsprechenden Lizenzmodells und „Service Branches“ (CB, CBB oder LTSC) erweitert werden."
SYS.2.2.3.A20,SYS.2.2.3,Clients unter Windows,Einsatz der Benutzerkontensteuerung UAC für privilegierte Konten,S,Standard,,False,"Die Konfigurationsparameter der sogenannten Benutzerkontensteuerung (User Account Control, UAC) SOLLTEN für die privilegierten Konten zwischen Bedienbarkeit und Sicherheitsniveau abgewogen eingesetzt werden. Die Entscheidungen für die zu verwendenden Konfigurationsparameter SOLLTEN dokumentiert werden. Darüber hinaus SOLLTE die Dokumentation alle Konten mit Administrationsrechten enthalten sowie regelmäßig geprüft werden, ob es notwendig ist, die Rechte erweitern zu können."
SYS.2.2.3.A21,SYS.2.2.3,Clients unter Windows,Einsatz des Encrypting File Systems,H,Erhöhter Schutzbedarf,,False,"Da das Encrypting File System (EFS) die verwendeten Schlüssel mit dem Passwort des jeweiligen Kontos schützt, SOLLTE ein sicheres Passwort verwendet werden. Zusätzlich SOLLTEN restriktive Zugriffsrechte die mit EFS verschlüsselten Dateien schützen. Der Wiederherstellungsagent SOLLTE ein dediziertes Konto und kein Administrationskonto sein. In diesem Zusammenhang SOLLTE der private Schlüssel des Agenten gesichert und aus dem System entfernt werden. Es SOLLTEN von allen privaten Schlüsseln Datensicherungen erstellt werden. Beim Einsatz von EFS mit lokalen Konten SOLLTEN die lokalen Passwortspeicher mittels Syskey verschlüsselt werden. Alternativ kann der Windows Defender Credential Guard genutzt werden. Benutzende SOLLTEN im korrekten Umgang mit EFS geschult werden."
SYS.2.2.3.A22,SYS.2.2.3,Clients unter Windows,Verwendung der Windows PowerShell,H,Erhöhter Schutzbedarf,,False,"Die PowerShell und die WPS-Dateien SOLLTEN NUR von Administrierenden ausgeführt werden können. Die PowerShell-Ausführung selbst SOLLTE zentral protokolliert und die Protokolle überwacht werden. Die Ausführung von PowerShell-Skripten SOLLTE mit dem Befehl Set- ExecutionPolicy AllSigned eingeschränkt werden, um zu verhindern, dass unsignierte Skripte versehentlich ausgeführt werden."
SYS.2.2.3.A23,SYS.2.2.3,Clients unter Windows,Erweiterter Schutz der Anmeldeinformationen unter Windows,H,Erhöhter Schutzbedarf,,False,"Auf UEFI-basierten Systemen SOLLTE SecureBoot verwendet und der Status des geschützten Modus für den Local Credential Store LSA beim Systemstart überwacht werden. Ist eine Fernwartung der Clients mittels RDP vorgesehen, SOLLTE beim Einsatz von Windows in einer Domäne ab dem Funktionslevel 2012 R2 von der Option „restrictedAdmin“ für RDP Gebrauch gemacht werden."
SYS.2.2.3.A24,SYS.2.2.3,Clients unter Windows,Aktivierung des Last-Access-Zeitstempels,H,Erhöhter Schutzbedarf,,False,"Es SOLLTE geprüft werden, ob der Last-Access-Zeitstempel im Dateisystem aktiviert werden kann, um die Analyse eines Systemmissbrauchs zu erleichtern. Bei der Prüfung SOLLTEN mögliche Auswirkungen dieser Einstellung, wie Performance-Aspekte oder resultierende Einschränkungen bei inkrementellen Backups, berücksichtigt werden."
SYS.2.2.3.A25,SYS.2.2.3,Clients unter Windows,Umgang mit Fernzugriffsfunktionen der „Connected User Experience and Telemetry“,H,Erhöhter Schutzbedarf,,False,"Es SOLLTE berücksichtigt werden, dass die Komponente „Connected User Experience and Telemetry“ (CUET) bei Windows fester Bestandteil des Betriebssystems ist und neben der Telemetriefunktion auch eine Fernzugriffsmöglichkeit für den Hersteller Microsoft auf das lokale System erlaubt. Ein solcher Fernzugriff auf den Windows-Client SOLLTE netzseitig geloggt und falls erforderlich geblockt werden."
SYS.2.2.3.A26,SYS.2.2.3,Clients unter Windows,Nutzung des Virtual Secure Mode (VSM),H,Erhöhter Schutzbedarf,,False,"Bei der Nutzung des Virtual Secure Mode (VSM) SOLLTE berücksichtigt werden, dass forensische Untersuchungen, z. B. zur Sicherheitsvorfallbehandlung, eingeschränkt oder erschwert werden."
SYS.2.2.3.A3,SYS.2.2.3,Clients unter Windows,ENTFALLEN,B,Basis,,True,Diese Anforderung ist entfallen.
SYS.2.2.3.A4,SYS.2.2.3,Clients unter Windows,Telemetrie und Datenschutzeinstellungen unter Windows,B,Basis,,False,"Um die Übertragung von Diagnose- und Nutzungsdaten an Microsoft stark zu reduzieren, MUSS das Telemetrie-Level 0 (Security) in der Enterprise-Edition von Windows konfiguriert werden. Wenn diese Einstellung nicht wirksam umgesetzt wird oder bei anderen Windows-Edition umgesetzt werden kann, dann MUSS durch geeignete Maßnahmen, etwa auf Netzebene, sichergestellt werden, dass die Daten nicht an den Hersteller übertragen werden."
SYS.2.2.3.A5,SYS.2.2.3,Clients unter Windows,Schutz vor Schadsoftware unter Windows,B,Basis,,False,"Sofern nicht gleich- oder höherwertige Maßnahmen, wie z. B. Ausführungskontrolle, zum Schutz des IT-Systems vor einer Infektion mit Schadsoftware getroffen wurden, MUSS eine spezialisierte Komponente zum Schutz vor Schadsoftware auf Windows-Clients eingesetzt werden."
SYS.2.2.3.A6,SYS.2.2.3,Clients unter Windows,Integration von Online-Konten in das Betriebssystem,B,Basis,Benutzende,False,"Die Anmeldung am System sowie an der Domäne SOLLTE nur mit dem Konto eines selbst betriebenen Verzeichnisdienstes möglich sein. Anmeldungen mit lokalen Konten SOLLTEN Administrierenden vorbehalten sein. Online-Konten zur Anmeldung, etwa ein Microsoft-Konto oder Konten anderer Identitätsmanagementsysteme, DÜRFEN NICHT verwendet werden, da hier personenbezogene Daten an die Systeme Dritter übertragen werden."
SYS.2.2.3.A7,SYS.2.2.3,Clients unter Windows,ENTFALLEN,S,Standard,,True,Diese Anforderung ist entfallen.
SYS.2.2.3.A8,SYS.2.2.3,Clients unter Windows,ENTFALLEN,S,Standard,,True,Diese Anforderung ist entfallen.
SYS.2.2.3.A9,SYS.2.2.3,Clients unter Windows,Sichere zentrale Authentisierung in Windows-Netzen,S,Standard,,False,"Für die zentrale Authentisierung SOLLTE ausschließlich Kerberos eingesetzt werden. Eine Gruppenrichtlinie SOLLTE die Verwendung älterer Protokolle verhindern. Ist dies nicht möglich, MUSS alternativ NTLMv2 eingesetzt werden. Die Authentisierung mittels LAN-Manager und NTLMv1 DARF NICHT innerhalb der Institution und in einer produktiven Betriebsumgebung erlaubt werden. Die eingesetzten kryptografischen Mechanismen SOLLTEN entsprechend dem ermittelten Schutzbedarf und basierend auf den internen Richtlinien konfiguriert und dokumentiert werden. Abweichende Einstellungen SOLLTEN begründet und mit dem Sicherheitsmanagement abgestimmt sein."
SYS.2.3.A1,SYS.2.3,Clients unter Linux und,Authentisierung von Administrierenden und Benutzenden,B,Basis,Benutzende,False,"Personen mit Adminstrationsrechten DÜRFEN sich NICHT im Normalbetrieb als „root“ anmelden. Für die Systemadministrationsaufgaben SOLLTE „sudo“ oder eine geeignete Alternative mit einer geeigneten Protokollierung genutzt werden. Es SOLLTE verhindert werden, dass sich mehrere Benutzende auf einem Client gleichzeitig einloggen können."
SYS.2.3.A10,SYS.2.3,Clients unter Linux und,ENTFALLEN,S,Standard,,True,Diese Anforderung ist entfallen.
SYS.2.3.A11,SYS.2.3,Clients unter Linux und,Verhinderung der Überlastung der lokalen Festplatte,S,Standard,,False,"Es SOLLTEN Quotas für Konten bzw. Dienste eingerichtet werden, die ausreichend Freiraum für das Betriebssystem lassen. Generell SOLLTEN unterschiedliche Partitionen für Betriebssystem und Daten genutzt werden. Alternativ SOLLTEN auch Mechanismen des verwendeten Dateisystems genutzt werden, die ab einem geeigneten Füllstand nur noch dem Konto „root“ Schreibrechte einräumen."
SYS.2.3.A12,SYS.2.3,Clients unter Linux und,Sicherer Einsatz von Appliances,S,Standard,,False,"Es SOLLTE sichergestellt werden, dass Appliances ein ähnliches Sicherheitsniveau wie Clients auf Standard-IT-Systemen erfüllen. Es SOLLTE dokumentiert werden, wie entsprechende Sicherheitsanforderungen mit einer eingesetzten Appliance erfüllt werden. Wenn die Anforderungen nicht zweifelsfrei erfüllt werden können, SOLLTE eine Konformitätserklärung von den herstellenden Unternehmen angefordert werden."
SYS.2.3.A13,SYS.2.3,Clients unter Linux und,ENTFALLEN,H,Erhöhter Schutzbedarf,,True,Diese Anforderung ist entfallen.
SYS.2.3.A14,SYS.2.3,Clients unter Linux und,Absicherung gegen Nutzung unbefugter Peripheriegeräte,H,Erhöhter Schutzbedarf,,False,"Peripheriegeräte SOLLTEN nur nutzbar sein, wenn sie explizit freigegeben sind. Kernelmodule für Peripheriegeräte SOLLTEN nur geladen und aktiviert werden, wenn das Gerät freigegeben ist."
SYS.2.3.A15,SYS.2.3,Clients unter Linux und,Zusätzlicher Schutz vor der Ausführung unerwünschter Dateien,H,Erhöhter Schutzbedarf,,False,"Partitionen und Verzeichnisse, in denen Benutzende Schreibrechte haben, SOLLTEN so gemountet werden, dass keine Dateien ausgeführt werden können (Mountoption „noexec“)."
SYS.2.3.A16,SYS.2.3,Clients unter Linux und,ENTFALLEN,H,Erhöhter Schutzbedarf,,True,Diese Anforderung ist entfallen.
SYS.2.3.A17,SYS.2.3,Clients unter Linux und,Zusätzliche Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen,H,Erhöhter Schutzbedarf,,False,"Die Nutzung von Systemaufrufen SOLLTE insbesondere für exponierte Dienste und Anwendungen auf die unbedingt notwendige Anzahl beschränkt werden (z. B. durch seccomp). Die vorhandenen Standardprofile bzw. -regeln von SELinux, AppArmor sowie alternativen Erweiterungen SOLLTEN manuell überprüft und gegebenenfalls an die eigene Sicherheitsrichtlinie angepasst werden. Falls erforderlich, SOLLTEN neue Regeln bzw. Profile erstellt werden."
SYS.2.3.A18,SYS.2.3,Clients unter Linux und,Zusätzlicher Schutz des Kernels,H,Erhöhter Schutzbedarf,,False,"Es SOLLTEN mit speziell gehärteten Kernels (z. B. grsecurity, PaX) geeignete Schutzmaßnahmen wie Speicherschutz, Dateisystemabsicherung und rollenbasierte Zugriffskontrolle umgesetzt werden, die eine Ausnutzung von Schwachstellen und die Ausbreitung im Betriebssystem verhindern."
SYS.2.3.A19,SYS.2.3,Clients unter Linux und,Festplatten- oder Dateiverschlüsselung,H,Erhöhter Schutzbedarf,,False,Festplatten oder die darauf abgespeicherten Dateien SOLLTEN verschlüsselt werden. Die dazugehörigen Schlüssel SOLLTEN NICHT auf dem IT-System gespeichert werden. Es SOLLTEN AEAD-Verfahren (Authenticated Encryption with Associated Data) bei der Festplatten- und Dateiverschlüsselung eingesetzt werden. Alternativ SOLLTE „dm-crypt“ in Kombination mit „dm- verity“ genutzt werden.
SYS.2.3.A2,SYS.2.3,Clients unter Linux und,Auswahl einer geeigneten Distribution,B,Basis,,False,"Auf Grundlage der Sicherheitsanforderungen und des Einsatzzwecks MUSS ein geeignetes Unix- Derivat bzw. eine geeignete Linux-Distribution ausgewählt werden. Es MUSS für die geplante Einsatzdauer des Betriebssystems Support verfügbar sein. Alle benötigten Anwendungsprogramme SOLLTEN als Teil der Distribution direkt verfügbar sein. Sie SOLLTEN NUR in Ausnahmefällen aus Drittquellen bezogen werden. Distributionen, bei denen das Betriebssystem selbst kompiliert wird, SOLLTEN NICHT in Produktivumgebungen eingesetzt werden."
SYS.2.3.A20,SYS.2.3,Clients unter Linux und,Abschaltung kritischer SysRq-Funktionen,H,Erhöhter Schutzbedarf,,False,"Es SOLLTE festgelegt werden, welche SysRq-Funktionen von den Benutzenden ausgeführt werden dürfen. Generell SOLLTEN keine kritischen SysRq-Funktionen von den Benutzenden ausgelöst werden können."
SYS.2.3.A3,SYS.2.3,Clients unter Linux und,ENTFALLEN,B,Basis,,True,Diese Anforderung ist entfallen.
SYS.2.3.A4,SYS.2.3,Clients unter Linux und,Kernel-Aktualisierungen auf unixartigen Systemen,B,Basis,,False,"Der Client MUSS zeitnah neu gebootet werden, nachdem der Kernel des Betriebssystems aktualisiert wurde. Ist dies nicht möglich, MUSS alternativ Live-Patching des Kernels aktiviert werden."
SYS.2.3.A5,SYS.2.3,Clients unter Linux und,Sichere Installation von Software-Paketen,B,Basis,,False,"Wenn zu installierende Software aus dem Quellcode kompiliert werden soll, DARF diese NUR unter einem unprivilegierten Konto entpackt, konfiguriert und übersetzt werden. Anschließend DARF die zu installierende Software NICHT unkontrolliert in das Wurzeldateisystem des Betriebssystems installiert werden. Wird die Software aus dem Quelltext übersetzt, dann SOLLTEN die gewählten Parameter geeignet dokumentiert werden. Anhand dieser Dokumentation SOLLTE die Software jederzeit nachvollziehbar und reproduzierbar kompiliert werden können. Alle weiteren Installationsschritte SOLLTEN dabei ebenfalls dokumentiert werden."
SYS.2.3.A6,SYS.2.3,Clients unter Linux und,Kein automatisches Einbinden von Wechsellaufwerken,S,Standard,Benutzende,False,"Wechsellaufwerke SOLLTEN NICHT automatisch eingebunden werden. Die Einbindung von Wechsellaufwerken SOLLTE so konfiguriert sein, dass alle Dateien als nicht ausführbar markiert sind (Mount-Option „noexec“)."
SYS.2.3.A7,SYS.2.3,Clients unter Linux und,Restriktive Rechtevergabe auf Dateien und Verzeichnisse,S,Standard,,False,"Es SOLLTE sichergestellt werden, dass Dienste und Anwendungen nur die ihnen zugeordneten Dateien erstellen, verändern oder löschen dürfen. Auf Verzeichnissen, in denen alle Konten Schreibrechte haben (z. B. „/tmp“), SOLLTE das Sticky Bit gesetzt werden."
SYS.2.3.A8,SYS.2.3,Clients unter Linux und,Einsatz von Techniken zur Rechtebeschränkung von Anwendungen,S,Standard,,False,"Zur Beschränkung der Zugriffsrechte von Anwendungen auf Dateien, Geräte und Netze SOLLTE App- Armor oder SELinux eingesetzt werden. Es SOLLTEN die von dem jeweiligen Unix-Derivat bzw. der Linux-Distribution am besten unterstützten Lösungen eingesetzt werden. Rechte SOLLTEN grundsätzlich entzogen sein und wo nötig über Positivlisten explizit erteilt werden. Erweiterungen zur Rechtebeschränkung SOLLTEN im Zwangsmodus (Enforcing Mode) oder mit geeigneten Alternativen verwendet werden."
SYS.2.3.A9,SYS.2.3,Clients unter Linux und,Sichere Verwendung von Passwörtern auf der Kommandozeile,S,Standard,Benutzende,False,Passwörter SOLLTEN NICHT als Parameter an Programme übergeben werden.
SYS.2.4.A1,SYS.2.4,Clients unter macOS,Planung des sicheren Einsatzes von macOS,B,Basis,,False,"Die Einführung von macOS MUSS sorgfältig geplant werden. Es MUSS entschieden werden, wo und wie Daten abgelegt werden. Es MUSS geplant werden, wie die Datensicherung in das institutionsweite Datensicherungskonzept integriert werden kann. Es MUSS geplant werden, wie Sicherheits- und sonstige Aktualisierungen für macOS und Anwendungen systematisch installiert werden können. Es MUSS ermittelt werden, welche Anwendungen bei einem Plattformwechsel zu macOS benötigt werden. Wird der Mac in einem Datennetz betrieben, MUSS zusätzlich berücksichtigt werden, welche Netzprotokolle eingesetzt werden sollen."
SYS.2.4.A10,SYS.2.4,Clients unter macOS,Aktivierung der Personal Firewall unter macOS,S,Standard,,False,Die in macOS integrierte Personal Firewall SOLLTE aktiviert und geeignet konfiguriert werden.
SYS.2.4.A11,SYS.2.4,Clients unter macOS,Geräteaussonderung von Macs,S,Standard,,False,Bei einer Aussonderung des Macs SOLLTEN der nichtflüchtige Datenspeicher NVRAM (Non Volatile Random Access Memory) sowie der SMC (System Management Controller) zurückgesetzt werden.
SYS.2.4.A12,SYS.2.4,Clients unter macOS,Firmware-Kennwort und Boot-Schutz auf Macs,H,Erhöhter Schutzbedarf,Benutzende,False,"Auf älteren Macs SOLLTE die Abfrage eines sicheren Firmware-Kennworts im sogenannten „Command-Modus“ aktiviert werden, um ein unberechtigtes Booten des Macs von einem anderen Startlaufwerk zu verhindern. Es SOLLTE geprüft werden, ob über den „Full-Modus“ ein Kennwort bei jedem Startvorgang abgefragt werden sollte. Auf Macs mit T2-Sicherheitschip SOLLTE ein Firmware-Passwort über das Startsicherheitsdienstprogramm gesetzt werden. Die Option „Sicheres Starten: Volle Sicherheit“ SOLLTE aktiviert werden. Die Option „Starten von externen Medien nicht zulassen“ SOLLTE aktiviert werden."
SYS.2.4.A2,SYS.2.4,Clients unter macOS,Nutzung der integrierten Sicherheitsfunktionen von macOS,B,Basis,,False,"Die in macOS integrierten Schutzmechanismen „System Integrity Protection“ (SIP), „Xprotect“ und „Gatekeeper“ MÜSSEN aktiviert sein. Gatekeeper DARF NUR die Ausführung signierter Programme erlauben, sofern unsignierte Programme nicht zwingend notwendig sind."
SYS.2.4.A3,SYS.2.4,Clients unter macOS,Verwendung geeigneter Konten,B,Basis,Benutzende,False,"Das bei der Erstkonfiguration von macOS angelegte Konto hat Administrationsrechte und DARF NUR zu administrativen Zwecken verwendet werden. Für die normale Verwendung des Macs MUSS ein Konto mit Standard-Berechtigungen angelegt werden. Sollte der Mac von mehreren Benutzenden verwendet werden, MUSS für jeden Benutzenden ein eigenes Konto angelegt werden. Das Gast-Konto MUSS deaktiviert werden."
SYS.2.4.A4,SYS.2.4,Clients unter macOS,Verwendung einer Festplattenverschlüsselung,S,Standard,,False,"Festplatten SOLLTEN, insbesondere bei mobilen Macs (z. B. MacBooks), verschlüsselt werden. Wird dazu die in macOS integrierte Funktion FileVault verwendet, DARF das Schlüsselmaterial NICHT online bei Apple gespeichert werden. Der von FileVault erzeugte Wiederherstellungsschlüssel MUSS an einem sicheren Ort aufbewahrt werden. Es SOLLTE geprüft werden, ob ein institutioneller Wiederherstellungsschlüssel für FileVault verwendet werden soll."
